,skill_info_processed
173,haarschneidetechniken -- verschieden technik -- schneiden haar mensch einsetzen -- stufenschnitt -- foliensträhn face framing -- 
174,forderungsanmeldung verwalten -- verfolgen bearbeitung forderungsanmeldung -- informieren partei aktuell status datei -- sicherstellen -- kunde geschuldet schadenersatz erhalten -- abwickeln problem beschwerde seitens kunde -- abschließen datei übermitteln information bevollmächtigt person dienststelle -- verdacht betrug bestehen -- 
175,tier retten -- rett tier situation -- unmittelbar potentiell gefährdung wohlergehen darstellen -- 
176,schiff hafenbecken leiten -- sicher einweise schiff hafenbecken dortig verankern -- 
177,kriminologie -- untersuchung kriminell verhalten -- ursache art -- folge kontroll präventionsmethode -- 
178,informationsstruktur -- art infrastruktur -- format datum definieren -- halbstrukturiern -- unstrukturiert strukturieren -- 
179,"klimafreundlich landwirtschaft -- integriert landschaftspflegeansatz -- abzielen -- nahrungsmittelproduktivität erhöhen -- resilienz kultur verbessern -- lebensmittelsicherheit gewährleisten -- emission reduzieren klimawandel anpassen -- 
    "
180,material prüfen -- prüfen zusammensetzung -- merkmal verwendung werkstoff herstellung neu produkt anwendung -- testen stoff normal außergewöhnlich bedingung -- 
181,anzeige fahrgastinformation aktualisieren -- aktualisieren anzeigetafel fahrgastinformation -- 
182,betrieb vorplatz führen -- beaufsichtige verwalten täglich betrieb vorplatz tankstelle -- 
183,fracht entladen -- sicheres entladen gut transportfahrzeug -- 
184,fotogrammetrie -- wissenschaft aufnehmen fotografie mindestens verschieden standort messung bodenoberfläch -- karte -- 3d-modell physisch modell darstellen -- 
185,programmgestalter -- programmgestalterinn hinsichtlich geplant beratertätigkeit abstimmen -- abstimmen programmgestalter hinsichtlich geplant beratertätigkeit -- bezug weiterverfolgung verbesserung aktuell vision -- ausbau kundenbindung -- ausrichtung neu zielpublikum -- veränderung anpassung künstlerisch linie usw. klarstelle -- inwieweit choreologe entwicklung künstlerisch vision -- programmplanung projekt beteiligen -- anpassen verschieden führungsstil -- 
186,"glücksspielregel mitteilen -- bereitstellen information geltend regel leitlinie glücksspielbranche -- z. b. wettobergrenzen -- 
    "
187,zugabfahrt kontrollieren -- überwachen kontrollieren zugabfahrt -- vorbereiten abfahrend zug erforderlich anzahl wagen gewährleist sicherheit -- 
188,zahnmedizinisch werkstoff umgehen -- umgang werkstoff -- zahnbehandlung verwenden -- wachse -- kunststoff -- edelmetall nichtedelmetalllegierung -- edelstahl -- keramik verbundwerkstoff polymerglas -- 
189,forensisch pathologie -- rechtlich verfahren technik ermittlung todesursache person rahmen strafrechtlich ermittlung -- 
190,"temporär ikt-netze live-auftritt verwalten -- verwalten einrichtung netzwerk verteilung steuersignal kunst veranstaltungsanwendung -- koordination verschieden nutzer -- bestimmen einrichten ausrüstung -- kabel -- verbindung gerät -- konfigurieren -- testen überwachen ausrüstung leistung netz -- steuersignal gehören dmx -- rdm -- midi -- timecode -- tracking positionsdat -- audio -- video positionssignale -- 
    "
191,technik blutabnahme -- geeignete technik entnahme blutprobe laborarbeit abhängigkeit zielgruppe kind alt mensch -- 
192,hygiene gesundheitsbereich -- verfahren zusammenhang erhaltung hygienisch einwandfrei umfeld gesundheitseinrichtung -- z. b. krankenhaus klinik -- reichen händewaschen reinigen desinfizieren eingesetzt medizinisch gerät methode infektionskontrolle -- 
193,bierrezept kreieren -- kreatives zusammenstellen -- austesten herstellen neu bierkompositione gemäß vorgabe bestehend rezept -- 
194,herstellung kunststoffprodukt abschließen -- abschließen herstellung produkt schleife -- branding polieren kunststoffoberfläche -- 
195,digital wandel industriell prozeß neu stand -- informieren neu digital innovation industriell prozeß -- berücksichtigen transformation prozeß unternehmen ziel -- geschäftsmodelle wettbewerbsfähig profitabel gestalten -- 
196,"beraten -- unterbreit vorschlag gut vorgehen -- 
   "
197,spiralbindung hand fertigen -- einfügen vorgefertigt spiralbindung vorperforiert lochung gegenstand halten spirale gummiert spindel wringerähnlich rolle -- einbringen spiralbindung verbleibend lochunge -- 
198,bestellung orthopädisch erzeugnis aufgeben -- bestellen orthopädisch spezialmaterialie hilfsmittel -- aufstocken lager 
199,bosnisch sprechen -- mündliches kommunizieren bosnisch sprache -- 
200,muster einprägen -- erhaben prägung erzeugen -- hohlpräg -- prozess motiv vertiefen -- material partiell vertiefen -- anderer effekt -- anderer erscheinungsbild erzeugen -- 
201,gerät entladen mehl überwachen -- überwachen vorrichtung gerät entladen verarbeiten mehl -- sicherstelle -- zutat pünktlich liefern -- 
202,gesetzlich vorgeschrieben geschäftsbüch aktuell halten -- halten gesetzlich vorgeschrieben geschäftsbücher unternehmen aktuell stand -- ergänzen entsprechend information geschäftsführer sekretariat information anteil geschäftsführer aktionärsregister -- 
203,wäsche waschen -- waschen reinige kleidung per hand waschmaschine -- 
204,häuslich krankenversorgung patient -- patientin organisieren -- organisieren häuslich krankenversorgung patient akut -- langfristig gesundheitlich problem -- 
205,fracht verladen -- zusammenstellen befördernd gut einladen gut transportfahrzeug -- 
206,krankengeschicht übermitteln -- zeitnah übermitteln entsprechend krankengeschicht person -- angefordert -- 
207,"emaillequalität überprüfen -- beurteilung emaillequalität nadel -- falls defekt -- entfernen emailleschicht wiederholen emailleauftrag -- 
	 "
208,mönch nonnentum -- leben sinn spiritualität ablehnung weltlich ziel -- materiell gut -- 
209,geschrieben lettisch verstehen -- lesen verstehen schriftlich text lettisch sprache -- 
210,überschüssig material abschneiden -- abschneiden überschüssig material fertigerzeugnisse messer -- 
211,verändernd situation gesundheitswesen reagieren -- umgang druck angemessen rechtzeitig reagieren unerwartet rasch verändernd situation gesundheitswesen -- 
212,finnisch schreiben -- verfassen schriftlich text finnisch sprache -- 
213,trocknungsanlage beaufsichtigen -- beaufsichtig trocknungsanlag -- einschließlich ofentrockner -- herdöfe -- röstöfe -- kohleöfe vakuumtrocknungsanlagen -- 
214,frachtzahlungsmethode verwalten -- verwalten frachtzahlungsmethode gemäß verfahren -- einhalten -- zahlung zeitpunkt erfolgen -- frachtgut eintreffen -- verzollt freigeben -- 
215,inventar lebensmittellabor pflegen -- überwachen bestand lebensmittellabor -- bestellen verbrauchsmaterial -- ausstattung labor gewährleisten -- 
216,vorschrift straßenbahn -- kenntnis vorschrift straßenbahn anwendung täglich betrieb beförderung straßenbahn -- sicherstelle -- norm bezug schutz wohlergehen passagier straßenbahngesellschaft einhalten -- 
217,zahnstatus stark generalisiert abrasionen rehabilitieren -- behandeln karies -- zahndefekt ästhetisch problem einsatz technik -- zahnstruktur vitalität zahnmark erhalten -- form funktion gebiss wiederherstellen -- 
218,flugplan koordinieren -- verwalten überprüfen flugplän flüg abflug -- 
219,gesprochen punjabi verstehen -- verstehen sprache punjabi gesprochen form -- 
220,embargobestimmung -- national -- international ausländisch sanktion embargobestimmung -- z. b. verordnung -- eu -- nr. 961 -- 2010 rat -- 
221,büroausstattung aufstellen einrichten -- anschließen verschieden bürogerat modem -- scanner drucker stromnetz durchführen potenzialausgleich -- gefährlich potenzialdifferenz vermeiden -- überprüfen installation einwandfrei funktion -- überwach einstellung vorbereiten gerät gebrauch -- 
222,"beratung konkursverfahren leisten -- anleit beraten kunde -- kundin bezug formalität -- verfahren maßnahme schadensminderung insolvenzfall -- 
     "
223,verarbeitet nutzholz kommerziell umfeld vertreiben -- prüfen -- vertriebsbereich kunde geeignet zustand befinden bestand material verkauf geeignet zustand -- 
224,technisch dokumentation bereitstellen -- vorbereiten dokumentation bestehend zukünftig produkt dienstleistung -- beschreibe funktion zusammensetzung weise -- breit publikum technisch hintergrund verständlich festgelegt anforderung norm entsprechen -- halten dokumentation neu stand -- 
225,"tier schlachten -- töten tier -- regel haustier -- nahrungsaufnahme -- schutz tierwohl schlachtung minimierung schmerz -- angst leiden tier zeitpunkt tötung -- befolgen einschlägig rechtsvorschrift -- 
    "
226,richtlinie ernährungsprogramm entwickeln -- entwickeln richtlinie gastronomie ernährungsprogramm unterstützung gesundheitsförderung seuchenkontrolle -- 
227,live auftreten -- auftreten live-publikum -- 
228,grundlage krankenpflege vermitteln -- unterweise schüler -- studierend theorie praxis krankenpflege ziel -- zukünftig karriere bereich unterstützen -- insbesondere bereich medizin -- hilfe -- menschlich anatomie -- sterilisation patientenversorgung -- 
229,lernmöglichkeit veterinärmedizin nutzen -- nutzen unterschiedlich kanal lernstil zeitschrift -- kurs konferenz -- information -- kenntnis -- kompetenz know-how bezug arbeit tier erhalten -- 
230,geschädigt nutzer -- nutzerinn sozial dienst unterstützen -- ergreifen maßnahme -- bedenken bestehen -- einzelperson risiko schaden missbrauch aussetzen -- unterstützen -- offenlegung vornehmen -- 
231,sas language -- technik grundsatz softwareentwicklung analyse -- algorithm -- programmierung -- teste kompilieren programmparadigmen sas language -- 
232,anwendungsspezifisch schnittstelle verwenden -- verstehen verwend schnittstell -- speziell anwendung anwendungsfall entwickeln -- 
233,elektrisch anlage konstruieren -- skizzieren konstruieren elektrisch anlage -- produkt bauteil mithilfe cad-software ausrüstung -- skizzieren layout schalttafelanordnung -- elektrisch schaltplän -- elektrisch anschlussdiagramm montagedetail -- 
234,überdruckbedingung schweißen -- anwendung lichtbogenschweißtechnik herstellung schweißnähte hoch druck -- regel tauchvorrichtung z. b. taucherglocke -- kompensieren negativ auswirkung druck schweißnaht -- z. b. kurz gleichmäßig schweißbog -- 
235,sendung wiegen -- wiegen sendung berechnen maximal zulässig gewicht maximal abmessung -- 
236,betongießmaschin bedienen -- bedienen maschine -- betonblock gossen -- sicherstelle -- fertig block spezifikation entsprechen -- 
237,werbung empfehlung kunde -- kundin fitnessaktivität -- aufforder kunde -- freund familie mitbringen fitnessaktivität sozial umfeld bewerben -- 
238,auftragnehmer auftragnehmerinne prüfen -- prüfen dokumentieren aktivität verschieden auftragnehmer branche -- feststellen -- vorschrift norm bezug sicherheit -- umwelt planungsqualität -- bau prüfung usw. erfüllen -- 
239,fischsortierung -- art sortierung fisch unterschiedlich eigenschaft -- beschreibung -- größe -- qualität zustand -- 
240,bestandsplanung durchführen -- ermitteln optimal menge bestellzeitpunkt bezug bestand -- verkauf produktionskapazität anpassen -- 
241,"energieleistungsvertrag vorbereiten -- erstellen prüfen vertrag -- energieleistung beschreiben gleichzeitig sicherstelle -- gesetzlich anforderung erfüllen -- 
	 "
242,handelsstrategie weitergeben -- vermittel wissen kompetenz -- erlaut demonstrieren anwendung gerät material beantworte frage handelsstrategie herstellung produkt -- 
243,tier ethisch korrekt behandeln -- durchführen tätigkeit grundlage anerkannt grundsatz unrecht -- einschließlich transparenz arbeitspraktik verhalten kunde tier -- 
244,firewall-regel definieren -- festlegen regel reihe komponente -- zugang netzwerkgruppe bestimmt netzwerk internet beschränken -- 
245,konzept kontinuierlich verbesserung -- zugrunde liegend idee qualitätsmanagementsystemen -- umsetzungsprozess schlank produktion -- kanban -- kaioz -- total quality management -- tqm -- system kontinuierlich verbesserung -- 
246,erkrankung hals-nasen-ohrenraum -- pathogenese -- diagnose behandlung bezug erkrankung hals-nasen-ohrenraum -- 
247,tier künstlich besamung vorbereiten -- korrektes identifizieren besamend tier -- verbringen tier besamung geeignet bereich -- sicherstelle -- arbeitsumfeld sicher umgang tier schutz arbeiter eignen -- 
248,produktionsbohrer bedienen -- bedienen mobil bergbaumaschin stark pneumatisch hydraulisch hammer bohren lang vertikal geneigt loch fertigungszweck -- 
249,qualitätskontrolle mikrobiologielabor durchführen -- durchführen qualitätssicherungsprüfung bezug medium -- reagenzie -- laborgerät material -- mikrobiologielabor verwenden -- 
250,lagerdatenerfassungssystem bedienen -- bedienen system erfassen produkt -- verpackung auftragsdat bestimmt format art datensätz -- 
251,geochemisch probe untersuchen -- analysieren laborproben gerät spektrometer -- gaschromatografe -- mikroskope -- mikrosonde kohlenstoffanalysator -- ermitteln alter merkmal umweltprobe minerali -- gestein bodenprobe -- 
252,"polsterung oldtimer restaurieren -- erhalten reparieren -- restaurieren polsterung oldtimer klassiker -- verleihen glanz berücksichtigung ursprünglich aussehen fahrzeug -- 
    "
253,arzthelfer -- arzthelferin beaufsichtigen -- beaufsichtig arbeit bürokräft beispielsweise arzthelfern medizinisch bereich -- unterstützen person verwaltungsaufgabe -- 
254,detailliert verfahrensanweisung umzug besonderer gut befolgen -- einhalten detailliert verfahrensanweisung umzug besonderer gut piano -- kunstgegenstand -- antik möbel usw. 
255,tabakblatt schneiden -- schneiden tabakblätter fein streifen mithilfe geeignet werkzeug -- bevor trocknen aufhängen -- sicherstelle -- schnittgrößen anforderung entsprechen -- 
256,material porzellanherstellung -- merkmal eigenschaft verschieden rohstoff -- porzellanerde -- ball clay -- tonerde -- feuerstein feldspat herstellung haushaltsartikel dekorationsgegenständ -- 
257,straßenbelag abtragen -- abtragen vorhanden straßenbelag -- einsetzen geeignet maschine koordinieren arbeit maschinenführer -- aushub asphalt betonbeläg unterstützen -- 
